customer_id,policy_id,claim_id,age,gender,province,monthly_income,join_date,policy_type,premium_amount,policy_status,claim_date,claim_amount,claim_status,fraud_flag,customer_id_status,claim_id_status
CUST1479,POL5479,CLM9479,38,Male,Mpumalanga,14330.4,2023-10-20,Home,989.81,Active,2024-09-13,19776,Approved,No,Valid Customer ID,Valid Claim ID
CUST1480,POL5480,CLM9480,39,Female,Limpopo,35233.02,2020-10-01,Home,1456.52,Active,2024-04-14,48661.24,Rejected,No,Valid Customer ID,Valid Claim ID
CUST1481,POL5481,CLM9481,46,Male,Free State,16294.72,2020-11-02,Auto,1457.8,Lapsed,2024-10-21,null,Rejected,No,Valid Customer ID,Valid Claim ID
CUST1482,POL5482,CLM9482,37,Female,Free State,36275.91,2025-03-01,Health,3265.35,Lapsed,2025-07-19,14379.7,Rejected,Yes,Valid Customer ID,Valid Claim ID
CUST1483,POL5483,CLM9483,73,Female,Limpopo,24385.55,2022-07-03,Funeral,301,Active,2025-08-25,11833.94,Approved,No,Valid Customer ID,Valid Claim ID
CUST1484,POL5484,CLM9484,68,Male,Limpopo,24770.74,2023-06-21,Health,2965.17,Active,2024-07-10,5481.95,Approved,No,Valid Customer ID,Valid Claim ID
CUST1485,POL5485,CLM9485,39,Male,Free State,31760.31,2021-02-03,Auto,959.81,Active,2024-06-13,18326.57,Approved,No,Valid Customer ID,Valid Claim ID
CUST1486,POL5486,CLM9486,26,Male,North West,39487.75,2021-06-23,Health,1847.98,Cancelled,2024-11-26,14866.76,Approved,Yes,Valid Customer ID,Valid Claim ID
CUST1487,POL5487,CLM9487,46,Female,Eastern Cape,20367.39,2024-02-14,Home,1345.57,Active,2025-12-25,9420.9,Approved,No,Valid Customer ID,Valid Claim ID
CUST1488,POL5488,CLM9488,18,Male,KwaZulu-Natal,20747.03,2024-07-14,Home,2152.61,Active,2025-02-17,null,Approved,No,Valid Customer ID,Valid Claim ID
CUST1489,POL5489,CLM9489,31,Male,North West,22588.42,2022-09-05,Health,2224.99,Active,2025-09-25,500,Pending,No,Valid Customer ID,Valid Claim ID
CUST1490,POL5490,CLM9490,18,Male,KwaZulu-Natal,47494.38,2022-02-26,Life,580,Active,2025-09-20,38685.99,Rejected,No,Valid Customer ID,Valid Claim ID
CUST1491,POL5491,CLM9491,23,Male,North West,6715.98,2021-08-10,Health,2704.04,Lapsed,2024-09-19,11438.24,Approved,No,Valid Customer ID,Valid Claim ID
CUST1492,POL5492,CLM9492,29,Male,North West,22568.49,2021-02-04,Life,1367.84,Active,2024-10-30,52309.01,Approved,No,Valid Customer ID,Valid Claim ID
CUST1493,POL5493,CLM9493,47,Male,KwaZulu-Natal,3500,2020-06-04,Auto,1576.06,Cancelled,2024-01-08,18778.89,Approved,Yes,Valid Customer ID,Valid Claim ID
CUST1494,POL5494,CLM9494,51,Male,Unknown,33645.84,2021-07-06,Home,558.68,Active,2025-03-21,40934.78,Rejected,No,Valid Customer ID,Valid Claim ID
CUST1495,POL5495,CLM9495,24,Male,Western Cape,38799.63,2023-10-27,Auto,1350.39,Active,2024-03-16,29076.21,Rejected,Yes,Valid Customer ID,Valid Claim ID
CUST1496,POL5496,CLM9496,31,Male,Limpopo,39334.32,2022-08-17,Funeral,296.52,Active,2025-02-18,5746.93,Approved,No,Valid Customer ID,Valid Claim ID
CUST1497,POL5497,CLM9497,54,Female,KwaZulu-Natal,29763,2025-04-21,Life,1034.49,Active,2025-08-22,6232.85,Approved,No,Valid Customer ID,Valid Claim ID
CUST1498,POL5498,CLM9498,57,Male,North West,36723.22,2021-05-12,Funeral,588.96,Active,2024-11-04,14245.55,Rejected,Yes,Valid Customer ID,Valid Claim ID
CUST1500,POL5500,CLM9500,26,Female,Mpumalanga,19166.97,2023-08-23,Funeral,311.46,Active,2025-10-25,16679.22,Approved,No,Valid Customer ID,Valid Claim ID
CUST1501,POL5501,CLM9501,41,Male,Western Cape,43318.51,2022-05-10,Auto,1517.65,Active,2025-07-04,27157.29,Approved,No,Valid Customer ID,Valid Claim ID
CUST1502,POL5502,CLM9502,35,Female,Limpopo,29632.1,2021-06-15,Home,1335.8,Cancelled,2025-02-26,8878.08,Approved,No,Valid Customer ID,Valid Claim ID
CUST1503,POL5503,CLM9503,48,Male,Western Cape,4270.37,2023-03-23,Auto,1637.08,Active,2024-04-27,14617.13,Approved,No,Valid Customer ID,Valid Claim ID
CUST1504,POL5504,CLM9504,24,Male,Eastern Cape,15945.3,2024-01-26,Life,859.22,Active,2024-09-13,63461.38,Approved,Yes,Valid Customer ID,Valid Claim ID
CUST1505,POL5505,CLM9505,39,Female,North West,38114.26,2025-04-07,Auto,1222.15,Active,2025-09-26,28423.59,Approved,No,Valid Customer ID,Valid Claim ID
CUST1506,POL5506,CLM9506,41,Unknown,Eastern Cape,34338.59,2024-09-13,Health,1637.51,Active,2025-08-21,24389.11,Approved,No,Valid Customer ID,Valid Claim ID
CUST1507,POL5507,CLM9507,37,Female,North West,23337.47,2020-12-11,Funeral,null,Active,2024-08-14,18429,Approved,No,Valid Customer ID,Valid Claim ID
CUST1508,POL5508,CLM9508,26,Female,Western Cape,29224.63,2023-02-27,Life,803.04,Active,2025-04-01,64131,Approved,No,Valid Customer ID,Valid Claim ID
CUST1509,POL5509,CLM9509,44,Female,KwaZulu-Natal,17825.61,2021-04-16,Auto,1714.33,Active,2024-05-23,8205.26,Rejected,No,Valid Customer ID,Valid Claim ID
CUST1510,POL5510,CLM9510,37,Male,KwaZulu-Natal,30068.58,2022-04-21,Funeral,490.62,Lapsed,2025-08-18,10715.55,Approved,No,Valid Customer ID,Valid Claim ID
CUST1511,POL5511,CLM9511,59,Male,Gauteng,28487.31,2021-07-29,Life,1222.48,Active,2025-04-28,44173.28,Pending,No,Valid Customer ID,Valid Claim ID
CUST1512,POL5512,CLM9512,45,Female,Free State,24918.41,2023-12-25,Auto,1372.28,Active,2024-10-24,9604.67,Rejected,No,Valid Customer ID,Valid Claim ID
CUST1513,POL5513,CLM9513,37,Male,Free State,15147.73,2021-10-20,Health,1161.23,Active,2025-09-20,24635.5,Approved,Yes,Valid Customer ID,Valid Claim ID
CUST1514,POL5514,CLM9514,37,Female,Western Cape,34137.78,2021-08-13,Auto,1040.6,Cancelled,2024-05-29,15498.58,Approved,No,Valid Customer ID,Valid Claim ID
CUST1515,POL5515,CLM9515,49,Male,Limpopo,23723.77,2024-05-02,Home,1263.04,Active,2024-08-27,38996,Approved,No,Valid Customer ID,Valid Claim ID
CUST1516,POL5516,CLM9516,31,Unknown,Free State,41405.52,2023-12-03,Health,2010.33,Active,2025-10-26,7581.91,Approved,No,Valid Customer ID,Valid Claim ID
CUST1517,POL5517,CLM9517,26,Female,Mpumalanga,50149.63,2022-12-06,Life,934.18,Active,2025-01-22,21517.39,Approved,No,Valid Customer ID,Valid Claim ID
CUST1518,POL5518,CLM9518,39,Male,Mpumalanga,11246.68,2022-12-22,Health,2922.06,Cancelled,2024-12-27,16166.05,Approved,No,Valid Customer ID,Valid Claim ID
CUST1519,POL5519,CLM9519,48,Female,Gauteng,19156.88,2021-04-01,Life,903.99,Active,2024-03-19,45945,Approved,No,Valid Customer ID,Valid Claim ID
